Timestamp,gyro,leftEncoder,rightEncoder
0.051043,281573,-2067,2061
0.051023,280548,-2108,2127
0.051032,293654,-2118,2138
0.050016,269022,-2024,2048
0.050010,280934,-2065,2086
0.050033,279949,-2050,2086
0.049997,281568,-2068,2073
0.050021,266398,-2029,2045
0.050037,280498,-2057,2091
0.050030,281875,-2057,2090
0.050045,264398,-2026,2015
0.050044,278472,-2067,2047
0.051078,284555,-2100,2121
0.050290,289084,-2060,2109
0.050063,275451,-2012,2044
0.050018,285662,-2090,2112
0.050680,284034,-2088,2111
0.051040,283832,-2140,2147
0.050052,285365,-2063,2064
0.051033,285634,-2151,2118
0.051009,288672,-2078,2094
0.051007,289225,-2141,2156
0.051033,306396,-2141,2133
0.050004,276820,-2044,2055
0.050223,287345,-2110,2126
0.051047,287850,-2129,2138
0.050057,286045,-2107,2116
0.051044,287211,-2092,2091
0.050051,285590,-2098,2091
0.050030,270204,-2098,2086
0.050052,283292,-2070,2066
0.050001,281918,-2040,2042
0.051050,280155,-2120,2133
0.051007,279114,-2070,2070
0.050079,281050,-2085,2068
0.050039,280132,-2077,2063
0.049997,265705,-2086,2054
0.051039,278290,-2089,2037
0.050018,279300,-2081,2054
0.050076,279229,-2065,2080
0.050092,265652,-2038,2026
0.051055,280836,-2118,2115
0.051054,296355,-2135,2148
0.050091,284430,-2100,2088
0.050100,271828,-2070,2055
0.050001,274174,-2114,2102
0.050028,301747,-2130,2101
0.051059,286980,-2095,2099
0.051046,282341,-2142,2147
0.050022,266560,-2035,1998
0.050076,283978,-2102,2072
0.050037,288654,-2030,2062
0.049999,287835,-2078,2096
0.050139,271984,-2096,2091
0.050055,284383,-2041,2019
0.050205,284563,-2087,2076
0.050728,285614,-2069,2067
0.050192,284815,-2067,2076
0.050243,271718,-2079,2081
0.050029,285362,-2029,2026
0.050380,285184,-2078,2069
0.050038,286282,-2074,2067
0.050015,271093,-2078,2094
0.050224,282010,-2078,2084
0.050014,280357,-2027,2035
0.051026,280700,-2109,2118
0.050462,280746,-2090,2098
0.050686,282041,-2083,2110
0.051008,285357,-2128,2119
0.051357,283484,-2136,2152
0.050225,282399,-2016,2056
0.050501,279041,-2067,2090
0.050573,279301,-2121,2118
0.050695,281591,-2069,2085
0.050066,279612,-2097,2066
0.050581,265690,-2071,2050
0.050653,280013,-2062,2060
0.050729,280820,-2072,2080
0.050178,280236,-2068,2062
0.050543,280943,-2056,2074
0.050395,284239,-2084,2098
0.051018,286715,-2170,2176
0.050111,272989,-2039,2041
0.049998,285225,-2099,2079
0.050004,282392,-2094,2077
0.050097,282455,-2033,2033
0.050057,268756,-2057,2062
0.050104,272825,-2032,2006
0.051048,266083,-1913,1904
0.051006,259565,-1829,1812
0.051047,259771,-1670,1646
0.051042,209557,-1472,1442
0.050990,180926,-1320,1295
0.050819,149964,-1118,1103
0.051049,131855,-946,937
0.050025,112933,-752,745
0.050469,89676,-606,588
0.051030,62839,-428,407
0.051077,30368,-249,200
0.050047,2603,-123,90
0.050008,-4249,-88,109
0.050052,-1504,-11,32
0.050042,3152,0,10
0.050409,7218,0,10
0.050424,7530,0,17
0.050432,6628,0,15
0.050174,7257,1,14
0.050012,7563,0,27
0.051046,7607,0,28
0.051042,7292,0,17
0.050080,6008,0,7
0.051017,6315,0,0
0.050010,5891,0,0
0.051011,6273,0,0
0.050126,6191,0,0
0.051044,6106,0,0
0.050014,6442,0,0
0.051014,5839,0,0
0.050082,6123,0,0
0.051038,6083,0,0
0.050047,6200,0,0
0.051036,6209,0,0
0.050054,5827,0,0
0.051043,6398,0,0
0.050066,5913,0,0
0.050028,6118,0,0
0.051021,6153,0,0
0.050088,6211,0,0
0.050008,6161,0,0
0.051040,6168,0,0
0.051022,6120,0,0
0.051044,6028,0,0
0.050013,6102,0,0
0.051042,6051,0,0
0.051010,6200,0,0
0.051047,6130,0,0
0.050555,6103,0,0
0.050992,6074,0,0
0.051053,6197,0,0
0.051011,6013,0,0
0.050025,6027,0,0
0.050014,6247,0,0
0.050062,5869,0,0
0.050017,5988,0,0
0.050983,6234,0,0
0.050974,6056,0,0
0.050994,6150,0,0
0.049995,6108,0,0
0.050522,6164,0,0
0.050477,6103,0,0
0.050115,5897,0,0
0.050330,6398,0,0
0.050033,5846,0,0
0.050740,6410,0,0
0.050151,5785,0,0
0.050602,6160,0,0
0.050380,6207,0,0
0.050576,6211,0,0
0.050023,5734,0,0
0.050107,6225,0,0
0.050037,6141,0,0
0.050178,6030,0,0
0.050921,5827,0,0
